loopIteration,timeUs,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],quat[0],quat[1],quat[2],quat[3],alpha[0],alpha[1],alpha[2],quatSp[0],quatSp[1],quatSp[2],quatSp[3],gyroSp[0],gyroSp[1],gyroSp[2],alphaSp[0],alphaSp[1],alphaSp[2],spfSp[0],spfSp[1],spfSp[2],dv[0],dv[1],dv[2],dv[3],dv[4],dv[5],u[0],u[1],u[2],u[3],u[4],u[5],u[6],u[7],u_state[0],u_state[1],u_state[2],u_state[3],u_state[4],u_state[5],u_state[6],u_state[7],omega[0],omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omegaUnfiltered[0],omegaUnfiltered[1],omegaUnfiltered[2],omegaUnfiltered[3],omegaUnfiltered[4],omegaUnfiltered[5],omegaUnfiltered[6],omegaUnfiltered[7],omega_dot[0],omega_dot[1],omega_dot[2],omega_dot[3],omega_dot[4],omega_dot[5],omega_dot[6],omega_dot[7],pos[0],pos[1],pos[2],extTime,extPos[0],extPos[1],extPos[2],posSp[0],posSp[1],posSp[2],vel[0],vel[1],vel[2],extVel[0],extVel[1],extVel[2],velSp[0],velSp[1],velSp[2],accSp[0],accSp[1],accSp[2],extQuat[0],extQuat[1],extQuat[2],extQuat[3],ekf_pos[0],ekf_pos[1],ekf_pos[2],ekf_vel[0],ekf_vel[1],ekf_vel[2],ekf_quat[0],ekf_quat[1],ekf_quat[2],ekf_quat[3],ekf_acc_b[0],ekf_acc_b[1],ekf_acc_b[2],ekf_gyro_b[0],ekf_gyro_b[1],ekf_gyro_b[2],motor_0_rls_x[0],motor_0_rls_x[1],motor_0_rls_x[2],motor_0_rls_x[3],motor_1_rls_x[0],motor_1_rls_x[1],motor_1_rls_x[2],motor_1_rls_x[3],motor_2_rls_x[0],motor_2_rls_x[1],motor_2_rls_x[2],motor_2_rls_x[3],motor_3_rls_x[0],motor_3_rls_x[1],motor_3_rls_x[2],motor_3_rls_x[3],imu_rls_x[0],imu_rls_x[1],imu_rls_x[2],fx_x_rls_x[0],fx_x_rls_x[1],fx_x_rls_x[2],fx_x_rls_x[3],fx_y_rls_x[0],fx_y_rls_x[1],fx_y_rls_x[2],fx_y_rls_x[3],fx_z_rls_x[0],fx_z_rls_x[1],fx_z_rls_x[2],fx_z_rls_x[3],fx_p_rls_x[0],fx_p_rls_x[1],fx_p_rls_x[2],fx_p_rls_x[3],fx_p_rls_x[4],fx_p_rls_x[5],fx_p_rls_x[6],fx_p_rls_x[7],fx_q_rls_x[0],fx_q_rls_x[1],fx_q_rls_x[2],fx_q_rls_x[3],fx_q_rls_x[4],fx_q_rls_x[5],fx_q_rls_x[6],fx_q_rls_x[7],fx_r_rls_x[0],fx_r_rls_x[1],fx_r_rls_x[2],fx_r_rls_x[3],fx_r_rls_x[4],fx_r_rls_x[5],fx_r_rls_x[6],fx_r_rls_x[7],learnerGains[0],learnerGains[1],learnerGains[2],learnerGains[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,timeMs,timeS
8092,4019538,-0.0024,0.0,0.0012,0.0,1517,0,0.0,-0.0017453292493466656,0.0,0.0,0.003490658498693331,0.006981316997386662,-0.1292868896484375,0.143652099609375,-9.730035546875,0.4644751220703125,0.7948749511718749,-10.395623608398436,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,-0.17453292493466654,-0.17453292493466654,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.705,277.975,7319.538,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4019.538,4.019538
8096,4021525,-0.0024,0.0,0.0012,0.0,1517,35,-0.0017453292493466656,0.0,-0.0017453292493466656,-0.003490658498693331,0.0017453292493466656,-0.003490658498693331,-0.1484405029296875,0.1292868896484375,-9.715670336914062,0.6081272216796875,1.1156979736328125,-10.582371337890624,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,-0.17453292493466654,-0.17453292493466654,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.704,277.974,7319.582,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4021.525,4.021525
8100,4023512,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,0.003490658498693331,0.0,0.006981316997386662,0.006981316997386662,-0.005235987748039996,-0.143652099609375,0.12449848632812499,-9.706093530273437,-0.6512228515624999,0.373495458984375,-9.911994873046874,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.0,-0.17453292493466654,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,277.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.703,277.973,7319.626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4023.512,4.023512
8104,4025499,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,0.003490658498693331,-0.0017453292493466656,0.0,0.003490658498693331,-0.006981316997386662,-0.1388636962890625,0.13407529296874998,-9.710881933593749,-0.39743747558593745,-0.354341845703125,-10.386046801757812,0.0005291005291005291,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.0,-0.17453292493466654,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,271.0,269.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.702,277.972,7319.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4025.4990000000003,4.025499
8108,4027486,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,0.005235987748039996,-0.0017453292493466656,0.008726646246733328,0.003490658498693331,-0.005235987748039996,-0.13407529296874998,0.1388636962890625,-9.720458740234374,-0.3591302490234375,-0.316034619140625,-9.643844287109374,0.0005291005291005291,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,0.0002460932693490833,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,274.0,271.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.701,277.972,7319.714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4027.486,4.027486
8112,4029473,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,0.003490658498693331,0.0017453292493466656,0.010471975496079993,0.005235987748039996,-0.0017453292493466656,-0.1197100830078125,0.1580173095703125,-9.730035546875,-0.967257470703125,-0.6943184814453125,-9.605537060546874,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.699,277.971,7319.758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4029.473,4.029472999999999
8116,4031460,-0.0024,0.0,0.0012,0.0,1517,35,0.003490658498693331,0.0,-0.0017453292493466656,0.006981316997386662,-0.006981316997386662,-0.0017453292493466656,-0.105344873046875,0.16759411621093748,-9.744400756835937,-0.6416460449218749,-0.1149216796875,-9.198522778320312,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,274.0,269.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.698,277.97,7319.802,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4031.46,4.03146
8120,4033447,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,-0.0017453292493466656,-0.0017453292493466656,0.0017453292493466656,-0.005235987748039996,-0.0017453292493466656,-0.09576806640624999,0.1771709228515625,-9.753977563476562,-0.33039982910156246,0.2059013427734375,-9.567229833984374,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,275.0,271.0,271.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.697,277.969,7319.846,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4033.447,4.033447
8124,4035434,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,-0.005235987748039996,0.0,-0.0017453292493466656,-0.006981316997386662,0.005235987748039996,-0.0909796630859375,0.1771709228515625,-9.7683427734375,0.44532150878906246,0.2825157958984375,-9.734823950195311,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.00012304663467454166,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,271.0,269.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.696,277.968,7319.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4035.434,4.0354339999999995
8128,4037421,-0.0024,0.0,0.0012,0.0,1517,35,0.0017453292493466656,-0.005235987748039996,-0.0017453292493466656,-0.003490658498693331,-0.003490658498693331,-0.003490658498693331,-0.105344873046875,0.16280571289062498,-9.758765966796874,0.8092401611328125,0.8667010009765624,-10.314220751953124,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.695,277.968,7319.936,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4037.4210000000003,4.037421
8132,4039407,-0.0024,0.0,0.0012,0.0,1527,35,0.0017453292493466656,-0.005235987748039996,0.0,0.003490658498693331,0.0017453292493466656,0.0,-0.105344873046875,0.16280571289062498,-9.749189160156249,0.229843359375,-0.26815058593749996,-10.079588989257813,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,277.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.693,277.967,7319.98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4039.407,4.039407
8136,4041394,-0.0024,0.0,0.0012,0.0,1527,28,0.0,-0.003490658498693331,-0.003490658498693331,-0.0017453292493466656,-0.005235987748039996,-0.008726646246733328,-0.105344873046875,0.1580173095703125,-9.739612353515625,-0.181959326171875,-0.2154781494140625,-9.634267480468749,0.0,0.0,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.692,277.966,7320.024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4041.3940000000002,4.0413939999999995
8140,4043381,-0.0024,0.0,0.0012,0.0,1527,28,0.005235987748039996,-0.003490658498693331,-0.0017453292493466656,0.01221730474542666,-0.0017453292493466656,-0.010471975496079993,-0.105344873046875,0.16280571289062498,-9.734823950195311,-0.5458779785156249,-0.74699091796875,-9.452308154296874,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.007998031253845208,-0.005537098560354375,-0.02596283991632829,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,0.1,0.00012304663467454166,0.0002460932693490833,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-35.691,277.965,7320.068,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-0.39,21.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,4043.381,4.043381
